name,title,origin,weaponType,moveType,rarities,releaseDate,assets/portrait/75px,assets/portrait/113px,assets/portrait/150px,skills/0/name,skills/0/default,skills/0/rarity,skills/1/name,skills/1/default,skills/1/rarity,skills/2/name,skills/2/default,skills/2/rarity,skills/3/name,skills/3/default,skills/3/rarity,skills/4/name,skills/4/default,skills/4/rarity,skills/5/name,skills/5/default,skills/5/rarity,skills/6/name,skills/6/rarity,skills/7/name,skills/7/rarity,skills/8/name,skills/8/rarity,skills/9/name,skills/9/rarity,skills/10/name,skills/10/rarity,skills/11/name,skills/11/rarity,stats/1/4/hp,stats/1/4/atk,stats/1/4/spd,stats/1/4/def,stats/1/4/res,stats/1/5/hp,stats/1/5/atk,stats/1/5/spd,stats/1/5/def,stats/1/5/res,stats/40/4/hp/0,stats/40/4/hp/1,stats/40/4/hp/2,stats/40/4/atk/0,stats/40/4/atk/1,stats/40/4/atk/2,stats/40/4/spd/0,stats/40/4/spd/1,stats/40/4/spd/2,stats/40/4/def/0,stats/40/4/def/1,stats/40/4/def/2,stats/40/4/res/0,stats/40/4/res/1,stats/40/4/res/2,stats/40/5/hp/0,stats/40/5/hp/1,stats/40/5/hp/2,stats/40/5/atk/0,stats/40/5/atk/1,stats/40/5/atk/2,stats/40/5/spd/0,stats/40/5/spd/1,stats/40/5/spd/2,stats/40/5/def/0,stats/40/5/def/1,stats/40/5/def/2,stats/40/5/res/0,stats/40/5/res/1,stats/40/5/res/2,stats/1/2/hp,stats/1/2/atk,stats/1/2/spd,stats/1/2/def,stats/1/2/res,stats/1/3/hp,stats/1/3/atk,stats/1/3/spd,stats/1/3/def,stats/1/3/res,stats/40/2/hp/0,stats/40/2/hp/1,stats/40/2/hp/2,stats/40/2/atk/0,stats/40/2/atk/1,stats/40/2/atk/2,stats/40/2/spd/0,stats/40/2/spd/1,stats/40/2/spd/2,stats/40/2/def/0,stats/40/2/def/1,stats/40/2/def/2,stats/40/2/res/0,stats/40/2/res/1,stats/40/2/res/2,stats/40/3/hp/0,stats/40/3/hp/1,stats/40/3/hp/2,stats/40/3/atk/0,stats/40/3/atk/1,stats/40/3/atk/2,stats/40/3/spd/0,stats/40/3/spd/1,stats/40/3/spd/2,stats/40/3/def/0,stats/40/3/def/1,stats/40/3/def/2,stats/40/3/res/0,stats/40/3/res/1,stats/40/3/res/2,skills/6/default,skills/12/name,skills/12/rarity,shortName,stats/1/1/hp,stats/1/1/atk,stats/1/1/spd,stats/1/1/def,stats/1/1/res,stats/40/1/hp/0,stats/40/1/hp/1,stats/40/1/hp/2,stats/40/1/atk/0,stats/40/1/atk/1,stats/40/1/atk/2,stats/40/1/spd/0,stats/40/1/spd/1,stats/40/1/spd/2,stats/40/1/def/0,stats/40/1/def/1,stats/40/1/def/2,stats/40/1/res/0,stats/40/1/res/1,stats/40/1/res/2,skills/13/name,skills/13/rarity,skills/14/name,skills/14/rarity
Lyn,Lady of the Plains,Fire Emblem: The Blazing Blade,Red Sword,Infantry,5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Lyn.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Lyn.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Lyn.png,Iron Sword,-,-,Steel Sword,-,-,Silver Sword,-,-,Sol Katti,5,-,Night Sky,5,-,Astra,-,5,Galeforce,5,Defiant Atk 1,-,Defiant Atk 2,-,Defiant Atk 3,5,Spur Spd 1,-,Spur Spd 2,-,,,,,,18,6,11,7,5,,,,,,,,,,,,,,,,34,37,41,24,28,31,34,37,40,23,26,30,26,29,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Spur Spd 3,5,,,,,,,,,,,,,,,,,,,,,,,,,
Lyn (Brave Heroes),Brave Lady,Fire Emblem: The Blazing Blade,Neutral Bow,Cavalry,5,"Aug 31, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Lyn (Brave Heroes).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Lyn (Brave Heroes).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Lyn (Brave Heroes).png,Iron Bow,-,-,Steel Bow,-,-,Silver Bow,-,-,Mulagir,5,-,Dragon Gaze,5,-,Draconic Aura,-,5,Death Blow 1,-,Swift Sparrow 1,-,Swift Sparrow 2,5,Sacae's Blessing,5,Atk Smoke 1,-,Atk Smoke 2,-,,,,,,16,7,9,5,6,,,,,,,,,,,,,,,,32,35,39,30,33,36,32,35,38,14,18,21,24,28,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atk Smoke 3,5,Lyn (B),,,,,,,,,,,,,,,,,,,,,,,,
Lyn (Bridal Blessings),Bride of the Plains,Fire Emblem: The Blazing Blade,Neutral Staff,Infantry,5,"May 30, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Lyn (Bridal Blessings).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Lyn (Bridal Blessings).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Lyn (Bridal Blessings).png,Assault,-,-,Candlelight,5,-,Heal,-,-,Reconcile,-,-,Rehabilitate,5,-,Imbue,-,-,Swift-Winds Balm,-,Dazzling Staff 1,-,Dazzling Staff 2,-,Dazzling Staff 3,5,,,,,,,,,,17,6,10,6,5,,,,,,,,,,,,,,,,35,39,42,24,28,31,31,34,37,20,23,26,21,24,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,Lyn (B),,,,,,,,,,,,,,,,,,,,,,,,
Mae,Bundle of Energy,Fire Emblem Echoes: Shadows of Valentia,Blue Tome,Infantry,4-5,"May 15, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Mae.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Mae.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Mae.png,Thunder,-,-,Elthunder,-,-,Blárowl,4,-,Blárowl+,5,5,Draw Back,4,-,Desperation 1,,-,Desperation 2,4,Desperation 3,5,B Tome Exp. 1,-,B Tome Exp. 2,-,B Tome Exp. 3,4,,,15,10,6,2,8,16,10,7,3,8,30,33,36,31,34,37,25,28,31,11,14,17,25,28,31,32,35,39,33,36,39,28,31,34,12,16,19,26,30,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria,Minerva's Sister,Fire Emblem: Mystery of the Emblem,Neutral Staff,Infantry,4-5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Maria.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Maria.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Maria.png,Assault,-,-,Panic,-,4,Heal,-,-,Mend,4,-,Physic,5,4,Imbue,4,-,Miracle,4,Fortify Res 1,-,Fortify Res 2,4,Fortify Res 3,5,,,,,16,4,8,3,10,17,5,8,4,10,31,34,37,21,24,27,29,32,35,14,17,20,27,30,33,33,36,40,23,27,30,31,34,37,16,19,22,28,32,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marth,Altean Prince,Fire Emblem: Mystery of the Emblem,Red Sword,Infantry,4-5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Marth.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Marth.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Marth.png,Iron Sword,-,-,Steel Sword,-,-,Silver Sword,4,-,Falchion,5,5,Pivot,4,-,Escape Route 1,,-,Escape Route 2,4,Escape Route 3,5,Spur Spd 1,-,Spur Spd 2,-,Spur Spd 3,4,,,18,7,8,6,5,19,7,8,7,6,35,38,41,26,29,32,29,32,35,23,26,29,18,21,24,37,41,44,28,31,34,31,34,37,25,29,32,20,23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marth (Masked),Enigmatic Blade,Fire Emblem Awakening,Red Sword,Infantry,4-5,"Jun 08, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Marth (Masked).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Marth (Masked).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Marth (Masked).png,Iron Sword,-,-,Steel Sword,-,-,Silver Sword,4,-,Falchion,5,5,,,,,,,,,,,,,,,,,,,18,8,10,5,3,19,8,10,6,4,37,40,43,29,32,35,31,34,37,20,23,26,14,17,20,40,43,46,31,34,37,33,36,39,22,25,29,16,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marth (M),,,,,,,,,,,,,,,,,,,,,,,,
Mathilda,Legendary Knight,Fire Emblem Echoes: Shadows of Valentia,Blue Lance,Cavalry,4-5,"Jul 13, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Mathilda.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Mathilda.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Mathilda.png,Iron Lance,-,-,Steel Lance,-,-,Ridersbane,4,-,Ridersbane+,5,5,Rally Resistance,4,-,Cancel Affinity 1,,-,Cancel Affinity 2,4,Cancel Affinity 3,5,Hone Atk 1,-,Hone Atk 2,-,Hone Atk 3,4,,,15,6,8,6,8,16,7,8,7,8,30,33,36,23,26,29,27,30,33,19,22,25,29,32,35,32,35,39,25,29,32,29,32,35,21,24,27,31,34,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Faithful Spy,Fire Emblem: The Blazing Blade,Neutral Dagger,Infantry,2-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Matthew.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Matthew.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Matthew.png,Iron Dagger,2,-,Steel Dagger,3,2,Rogue Dagger,4,3,Rogue Dagger+,-,5,Reciprocal Aid,4,3,Poison Strike 1,,3,Poison Strike 2,4,Poison Strike 3,5,Hone Spd 1,-,Hone Spd 2,2,Hone Spd 3,4,,,16,6,10,5,4,17,6,10,6,5,35,38,41,21,24,27,29,32,35,24,27,30,13,16,19,38,41,44,22,25,29,31,34,37,27,30,33,14,18,21,15,5,9,4,3,16,5,9,5,4,31,34,37,18,20,23,25,28,31,20,23,26,10,13,16,34,37,40,19,22,25,27,30,33,23,26,29,12,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merric,Wind Mage,Fire Emblem: Mystery of the Emblem,Green Tome,Infantry,4-5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Merric.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Merric.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Merric.png,Wind,-,-,Elwind,-,-,Rexcalibur,4,-,Excalibur,5,5,Rising Wind,4,-,Growing Wind,-,4,HP +3,-,HP +4,4,HP +5,5,Spur Res 1,-,Spur Res 2,-,Spur Res 3,4,18,7,8,5,3,19,7,8,6,4,37,40,43,22,25,28,27,30,33,22,25,28,14,17,20,40,43,46,23,26,30,29,32,35,24,28,31,16,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michalis,Ambitious King,Fire Emblem: Mystery of the Emblem,Green Axe,Flying,3-4,"Mar 20, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Michalis.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Michalis.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Michalis.png,Iron Axe,-,-,Steel Axe,3,-,Silver Axe,4,3,Hauteclere,-,5,Rising Thunder,4,3,Blazing Thunder,-,4,Iote's Shield,4,Threaten Def 1,-,Threaten Def 2,3,Threaten Def 3,4,,,,,18,8,6,9,3,19,8,7,9,4,37,40,43,29,32,35,21,24,27,30,33,36,14,17,20,40,43,46,31,34,37,23,26,30,32,35,38,16,19,22,,,,,,18,7,6,8,3,,,,,,,,,,,,,,,,36,39,42,27,30,33,20,23,26,28,31,34,13,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minerva,Red Dragoon,Fire Emblem: Mystery of the Emblem,Green Axe,Flying,5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Minerva.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Minerva.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Minerva.png,Iron Axe,-,-,Steel Axe,-,-,Silver Axe,-,-,Hauteclere,5,-,Holy Vestments,5,-,Sacred Cowl,-,5,Life and Death 1,-,Life and Death 2,-,Life and Death 3,5,Spur Def 1,-,Spur Def 2,-,Ward Fliers,5,,,,,,18,7,9,8,5,,,,,,,,,,,,,,,,36,40,43,28,31,34,30,33,36,29,32,35,19,22,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mist,Helpful Sister,Fire Emblem: Path of Radiance,Neutral Staff,Infantry,5,"Apr 26, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Mist.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Mist.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Mist.png,Assault,-,-,Slow,-,5,Heal,-,-,Mend,-,-,Recover,5,-,Imbue,-,-,Miracle,-,Spur Res 1,-,Spur Def Res 1,-,Spur Def Res 2,5,,,,,,,,,,17,8,6,5,8,,,,,,,,,,,,,,,,35,39,42,24,27,31,24,28,31,17,20,23,31,34,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narcian,Wyvern General,Fire Emblem: The Binding Blade,Green Axe,Flying,2-4,"Feb 10, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Narcian.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Narcian.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Narcian.png,Iron Axe,2,-,Steel Axe,3,2,Emerald Axe,4,3,Emerald Axe+,-,5,Retribution,-,3,Vengeance,-,4,Lancebreaker 1,-,Lancebreaker 2,2,Lancebreaker 3,4,Savage Blow 1,3,Savage Blow 2,4,Savage Blow 3,5,17,7,6,8,6,18,7,7,8,7,36,39,42,24,27,30,23,26,29,27,30,33,21,24,27,39,42,45,25,29,32,25,29,32,29,32,35,23,26,30,16,6,5,7,5,17,6,6,7,6,32,35,38,20,23,26,19,22,25,23,26,29,18,20,23,35,38,41,22,25,28,22,25,28,25,28,31,20,23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navarre,Scarlet Sword,Fire Emblem: Mystery of the Emblem,Red Sword,Infantry,3-4,"Apr 04, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Navarre.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Navarre.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Navarre.png,Iron Sword,-,-,Steel Sword,3,-,Killing Edge,4,3,Killing Edge+,-,5,Rising Wind,4,3,Blazing Wind,-,4,Desperation 1,3,Desperation 2,4,Desperation 3,5,Threaten Spd 1,-,Threaten Spd 2,3,Threaten Spd 3,4,17,7,11,5,4,18,7,11,6,5,36,39,42,26,29,32,32,35,38,18,21,24,19,22,25,39,42,45,28,31,34,34,37,40,20,23,26,21,24,28,,,,,,17,6,10,5,4,,,,,,,,,,,,,,,,35,38,41,24,27,30,30,33,36,17,20,23,18,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nephenee,Fierce Halberdier,Fire Emblem: Path of Radiance,Blue Lance,Infantry,5,"Sep 15, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Nephenee.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Nephenee.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Nephenee.png,Iron Lance,-,-,Steel Lance,-,-,Slaying Lance,-,-,Slaying Lance+,5,5,New Moon,5,-,Moonbow,-,5,Speed +1,-,Atk Spd 1,-,Atk Spd 2,5,Wrath 1,-,Wrath 2,-,Wrath 3,5,,,,,,18,7,9,8,5,,,,,,,,,,,,,,,,34,37,41,28,31,34,32,35,38,31,34,37,17,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niles,Cruel to Be Kind,Fire Emblem Fates,Neutral Bow,Infantry,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Niles.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Niles.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Niles.png,Iron Bow,-,-,Steel Bow,3,-,Killer Bow,4,3,Killer Bow+,-,5,Chilling Wind,4,3,Iceberg,-,4,Warding Blow 1,-,Warding Blow 2,3,Warding Blow 3,4,Spur Res 1,3,Spur Res 2,4,Spur Res 3,5,17,5,8,3,8,18,6,8,4,8,32,35,38,20,23,26,29,32,35,12,15,18,29,32,35,34,37,41,22,25,29,31,34,37,13,17,20,31,34,37,,,,,,17,5,7,3,7,,,,,,,,,,,,,,,,31,34,37,19,22,25,27,30,33,11,14,17,27,30,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ninian,Oracle of Destiny,Fire Emblem: The Blazing Blade,Blue Breath,Infantry,5,"Mar 14, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Ninian.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Ninian.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Ninian.png,Fire Breath,-,-,Fire Breath+,-,-,Light Breath,-,-,Light Breath+,5,-,Dance,5,-,Escape Route 1,,-,Escape Route 2,-,Escape Route 3,5,Fortify Def 1,-,Fortify Def 2,-,Fortify Dragons,5,,,,,,,,16,5,7,6,5,,,,,,,,,,,,,,,,39,42,45,21,24,28,30,33,36,20,23,26,23,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nino,Pious Mage,Fire Emblem: The Blazing Blade,Green Tome,Infantry,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Nino.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Nino.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Nino.png,Wind,-,-,Elwind,3,-,Gronnblade,4,3,Gronnblade+,5,5,Draw Back,4,3,Resistance +1,,-,Resistance +2,3,Resistance +3,4,Hone Atk 1,3,Hone Atk 2,4,Hone Atk 3,5,,,15,7,10,3,6,16,7,10,4,7,28,31,34,28,31,34,31,34,37,14,17,20,21,24,27,30,33,36,30,33,36,33,36,39,16,19,22,23,26,30,,,,,,15,6,9,3,6,,,,,,,,,,,,,,,,27,30,33,26,29,32,29,32,35,13,16,19,20,23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nowi,Eternal Youth,Fire Emblem Awakening,Blue Breath,Infantry,4-5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Nowi.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Nowi.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Nowi.png,Fire Breath,-,-,Fire Breath+,-,-,Lightning Breath,4,-,Lightning Breath+,5,5,Rally Defense,4,-,Defense +1,,-,Defense +2,4,Defense +3,5,Threaten Res 1,-,Threaten Res 2,-,Threaten Res 3,4,,,16,6,4,6,4,17,6,5,6,5,39,42,45,29,32,35,21,24,27,25,28,31,21,24,27,42,45,48,31,34,37,23,27,30,27,30,33,23,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nowi (Trick or Defeat!),Eternal Witch,Fire Emblem Awakening,Red Tome,Flying,5,"Oct 30, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Nowi (Trick or Defeat!).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Nowi (Trick or Defeat!).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Nowi (Trick or Defeat!).png,Flux,-,-,Ruin,-,-,Fenrir,-,-,Grimoire,5,-,Reposition,5,-,Atk Res Bond 1,,-,Atk Res Bond 2,-,Atk Res Bond 3,5,Live for Bounty,5,Hone Atk 1,-,Hone Atk 2,-,Hone Fliers,5,,,,,,17,8,6,5,8,,,,,,,,,,,,,,,,31,34,37,31,34,37,29,32,35,17,20,23,24,27,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nowi (T),,,,,,,,,,,,,,,,,,,,,,,,
Oboro,Fierce Fighter,Fire Emblem Fates,Blue Lance,Infantry,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Oboro.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Oboro.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Oboro.png,Iron Lance,-,-,Steel Lance,3,-,Heavy Spear,4,3,Heavy Spear+,-,5,Rally Defense,4,3,Seal Def 1,,-,Seal Def 2,3,Seal Def 3,4,Threaten Res 1,3,Threaten Res 2,4,Threaten Res 3,5,,,17,8,6,9,4,18,8,7,9,5,34,37,40,27,30,33,21,24,27,30,33,36,19,22,25,36,40,43,29,32,35,23,26,30,32,35,38,21,24,28,,,,,,17,7,6,8,4,,,,,,,,,,,,,,,,33,36,39,25,28,31,20,23,26,28,31,34,18,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odin,Potent Force,Fire Emblem Fates,Blue Tome,Infantry,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Odin.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Odin.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Odin.png,Thunder,-,-,Elthunder,3,-,Blárblade,4,3,Blárblade+,-,5,New Moon,4,3,Moonbow,-,4,Defiant Atk 1,3,Defiant Atk 2,4,Defiant Atk 3,5,R Tomebreaker 1,-,R Tomebreaker 2,3,R Tomebreaker 3,4,18,4,8,6,5,19,5,8,6,6,37,40,43,17,20,23,27,30,33,21,24,27,20,23,26,40,43,46,19,22,25,29,32,35,22,25,29,22,25,29,,,,,,18,4,7,5,5,,,,,,,,,,,,,,,,36,39,42,16,19,22,25,28,31,19,22,25,19,22,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ogma,Loyal Blade,Fire Emblem: Mystery of the Emblem,Red Sword,Infantry,4-5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Ogma.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Ogma.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Ogma.png,Iron Sword,-,-,Steel Sword,-,-,Brave Sword,4,-,Brave Sword+,5,5,Daylight,4,-,Noontime,-,4,Defiant Atk 1,-,Defiant Atk 2,-,Defiant Atk 3,4,Spur Atk 1,-,Spur Atk 2,4,Spur Atk 3,5,20,7,10,5,2,21,7,10,6,3,41,44,47,30,33,36,29,32,35,22,25,28,9,12,15,44,47,50,32,35,38,31,34,37,24,28,31,10,13,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olivia,Blushing Beauty,Fire Emblem Awakening,Red Sword,Infantry,1-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Olivia.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Olivia.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Olivia.png,Iron Sword,1,-,Steel Sword,3,2,Silver Sword,4,3,Silver Sword+,-,5,Dance,4,3,Knock Back,,3,Hone Atk 1,1,Hone Atk 2,2,Hone Atk 3,4,,,,,,,16,6,7,4,3,17,6,7,5,4,31,34,37,23,26,29,28,31,34,21,24,27,20,23,26,33,36,40,24,28,31,30,33,36,23,27,30,22,26,29,15,5,6,3,2,16,5,6,4,3,28,30,33,19,22,25,24,27,30,17,20,23,16,19,22,30,33,36,21,24,27,26,29,32,20,23,26,19,22,25,,,,,15,4,5,3,2,27,29,32,17,20,23,22,24,27,16,19,22,15,18,21,,,,
Olivia (Performing Arts),Festival Dancer,Fire Emblem Awakening,Neutral Dagger,Infantry,5,"Sep 29, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Olivia (Performing Arts).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Olivia (Performing Arts).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Olivia (Performing Arts).png,Iron Dagger,-,-,Steel Dagger,-,-,Dancer's Fan,-,-,Dancer's Fan+,5,-,Dance,5,-,Distant Def 1,,-,Distant Def 2,-,Distant Def 3,5,Blaze Dance 1,-,Blaze Dance 2,-,Blaze Dance 3,5,,,,,,,,15,6,8,3,4,,,,,,,,,,,,,,,,31,34,38,24,28,31,31,34,37,12,16,19,25,28,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olivia (P),,,,,,,,,,,,,,,,,,,,,,,,
Olwen,Blue Mage Knight,Fire Emblem: Thracia 776,Blue Tome,Cavalry,5,"Feb 27, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Olwen.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Olwen.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Olwen.png,Thunder,-,-,Elthunder,-,-,Thoron,-,-,Dire Thunder,5,-,Reposition,5,-,Warding Blow 1,,-,Warding Blow 2,-,Warding Blow 3,5,Spur Res 1,-,Spur Res 2,-,Ward Cavalry,5,,,,,,,,17,7,8,5,6,,,,,,,,,,,,,,,,31,34,37,23,26,30,31,34,37,17,20,23,27,30,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
